,Year, Total
6401,2018-07-12,4.27
6402,2018-07-13,4.27
6403,2018-07-14,4.27
6404,2018-07-15,4.27
6405,2018-07-16,4.27
6406,2018-07-17,4.27
6407,2018-07-18,4.27
6408,2018-07-19,4.27
6409,2018-07-20,4.27
6410,2018-07-21,4.27
6411,2018-07-22,4.27
6412,2018-07-23,4.27
6413,2018-07-24,4.27
6414,2018-07-25,4.27
6415,2018-07-26,4.27
6416,2018-07-27,4.27
6417,2018-07-28,4.27
6418,2018-07-29,4.27
6419,2018-07-30,4.27
6420,2018-07-31,4.27
6421,2018-08-01,4.27
6422,2018-08-02,4.27
6423,2018-08-03,4.27
6424,2018-08-04,4.27
6425,2018-08-05,4.27
6426,2018-08-06,4.27
6427,2018-08-07,4.27
6428,2018-08-08,4.27
6429,2018-08-09,4.27
6430,2018-08-10,4.27
6431,2018-08-11,4.27
6432,2018-08-12,4.27
6433,2018-08-13,4.27
6434,2018-08-14,4.27
6435,2018-08-15,4.27
6436,2018-08-16,4.27
6437,2018-08-17,4.27
6438,2018-08-18,4.27
6439,2018-08-19,4.27
6440,2018-08-20,4.27
6441,2018-08-21,4.27
6442,2018-08-22,4.27
6443,2018-08-23,4.27
6444,2018-08-24,4.27
6445,2018-08-25,4.27
6446,2018-08-26,4.27
6447,2018-08-27,4.27
6448,2018-08-28,4.27
6449,2018-08-29,4.27
6450,2018-08-30,4.27
6451,2018-08-31,4.27
6452,2018-09-01,4.27
6453,2018-09-02,4.27
6454,2018-09-03,4.27
6455,2018-09-04,4.27
6456,2018-09-05,4.27
6457,2018-09-06,4.27
6458,2018-09-07,4.27
6459,2018-09-08,4.27
6460,2018-09-09,4.27
6461,2018-09-10,4.27
6462,2018-09-11,4.27
6463,2018-09-12,4.27
6464,2018-09-13,4.27
6465,2018-09-14,4.27
6466,2018-09-15,4.27
6467,2018-09-16,4.27
6468,2018-09-17,4.27
6469,2018-09-18,4.27
6470,2018-09-19,4.27
6471,2018-09-20,4.27
6472,2018-09-21,4.27
6473,2018-09-22,4.27
6474,2018-09-23,4.27
6475,2018-09-24,4.27
6476,2018-09-25,4.27
6477,2018-09-26,4.27
6478,2018-09-27,4.27
6479,2018-09-28,4.27
6480,2018-09-29,4.27
6481,2018-09-30,4.27
6482,2018-10-01,4.27
6483,2018-10-02,4.27
6484,2018-10-03,4.27
6485,2018-10-04,4.27
6486,2018-10-05,4.27
6487,2018-10-06,4.27
6488,2018-10-07,4.27
6489,2018-10-08,4.27
6490,2018-10-09,4.27
6491,2018-10-10,4.27
6492,2018-10-11,4.27
6493,2018-10-12,4.27
6494,2018-10-13,4.27
6495,2018-10-14,4.27
6496,2018-10-15,4.27
6497,2018-10-16,4.27
6498,2018-10-17,4.27
6499,2018-10-18,4.27
6500,2018-10-19,4.27
6501,2018-10-20,4.27
6502,2018-10-21,4.27
6503,2018-10-22,4.27
6504,2018-10-23,4.27
6505,2018-10-24,4.27
6506,2018-10-25,4.27
6507,2018-10-26,4.27
6508,2018-10-27,4.27
6509,2018-10-28,4.27
6510,2018-10-29,4.27
6511,2018-10-30,4.27
6512,2018-10-31,4.27
6513,2018-11-01,4.27
6514,2018-11-02,4.27
6515,2018-11-03,4.27
6516,2018-11-04,4.27
6517,2018-11-05,4.27
6518,2018-11-06,4.27
6519,2018-11-07,4.27
6520,2018-11-08,4.27
6521,2018-11-09,4.27
6522,2018-11-10,4.27
6523,2018-11-11,4.27
6524,2018-11-12,4.27
6525,2018-11-13,4.27
6526,2018-11-14,4.27
6527,2018-11-15,4.27
6528,2018-11-16,4.27
6529,2018-11-17,4.27
6530,2018-11-18,4.27
6531,2018-11-19,4.27
6532,2018-11-20,4.27
6533,2018-11-21,4.27
6534,2018-11-22,4.27
6535,2018-11-23,4.27
6536,2018-11-24,4.27
6537,2018-11-25,4.27
6538,2018-11-26,4.27
6539,2018-11-27,4.27
6540,2018-11-28,4.27
6541,2018-11-29,4.27
6542,2018-11-30,4.27
6543,2018-12-01,4.27
6544,2018-12-02,4.27
6545,2018-12-03,4.27
6546,2018-12-04,4.27
6547,2018-12-05,4.27
6548,2018-12-06,4.27
6549,2018-12-07,4.27
6550,2018-12-08,4.27
6551,2018-12-09,4.27
6552,2018-12-10,4.27
6553,2018-12-11,4.27
6554,2018-12-12,4.27
6555,2018-12-13,4.27
6556,2018-12-14,4.27
6557,2018-12-15,4.27
6558,2018-12-16,4.27
6559,2018-12-17,4.27
6560,2018-12-18,4.27
6561,2018-12-19,4.27
6562,2018-12-20,4.27
6563,2018-12-21,4.27
6564,2018-12-22,4.27
6565,2018-12-23,4.27
6566,2018-12-24,4.27
6567,2018-12-25,4.27
6568,2018-12-26,4.27
6569,2018-12-27,4.27
6570,2018-12-28,4.27
6571,2018-12-29,4.27
6572,2018-12-30,4.27
6573,2018-12-31,4.27
6574,2019-01-01,3.05
6575,2019-01-02,3.05
6576,2019-01-03,3.05
6577,2019-01-04,3.05
6578,2019-01-05,3.05
6579,2019-01-06,3.05
6580,2019-01-07,3.05
6581,2019-01-08,3.05
6582,2019-01-09,3.05
6583,2019-01-10,3.05
6584,2019-01-11,3.05
6585,2019-01-12,3.05
6586,2019-01-13,3.05
6587,2019-01-14,3.05
6588,2019-01-15,3.05
6589,2019-01-16,3.05
6590,2019-01-17,3.05
6591,2019-01-18,3.05
6592,2019-01-19,3.05
6593,2019-01-20,3.05
6594,2019-01-21,3.05
6595,2019-01-22,3.05
6596,2019-01-23,3.05
6597,2019-01-24,3.05
6598,2019-01-25,3.05
6599,2019-01-26,3.05
6600,2019-01-27,3.05
6601,2019-01-28,3.05
6602,2019-01-29,3.05
6603,2019-01-30,3.05
6604,2019-01-31,3.05
6605,2019-02-01,3.05
6606,2019-02-02,3.05
6607,2019-02-03,3.05
6608,2019-02-04,3.05
6609,2019-02-05,3.05
6610,2019-02-06,3.05
6611,2019-02-07,3.05
6612,2019-02-08,3.05
6613,2019-02-09,3.05
6614,2019-02-10,3.05
6615,2019-02-11,3.05
6616,2019-02-12,3.05
6617,2019-02-13,3.05
6618,2019-02-14,3.05
6619,2019-02-15,3.05
6620,2019-02-16,3.05
6621,2019-02-17,3.05
6622,2019-02-18,3.05
6623,2019-02-19,3.05
6624,2019-02-20,3.05
6625,2019-02-21,3.05
6626,2019-02-22,3.05
6627,2019-02-23,3.05
6628,2019-02-24,3.05
6629,2019-02-25,3.05
6630,2019-02-26,3.05
6631,2019-02-27,3.05
6632,2019-02-28,3.05
6633,2019-03-01,3.05
6634,2019-03-02,3.05
6635,2019-03-03,3.05
6636,2019-03-04,3.05
6637,2019-03-05,3.05
6638,2019-03-06,3.05
6639,2019-03-07,3.05
6640,2019-03-08,3.05
6641,2019-03-09,3.05
6642,2019-03-10,3.05
6643,2019-03-11,3.05
6644,2019-03-12,3.05
6645,2019-03-13,3.05
6646,2019-03-14,3.05
6647,2019-03-15,3.05
6648,2019-03-16,3.05
6649,2019-03-17,3.05
6650,2019-03-18,3.05
6651,2019-03-19,3.05
6652,2019-03-20,3.05
6653,2019-03-21,3.05
6654,2019-03-22,3.05
6655,2019-03-23,3.05
6656,2019-03-24,3.05
6657,2019-03-25,3.05
6658,2019-03-26,3.05
6659,2019-03-27,3.05
6660,2019-03-28,3.05
6661,2019-03-29,3.05
6662,2019-03-30,3.05
6663,2019-03-31,3.05
6664,2019-04-01,3.05
6665,2019-04-02,3.05
6666,2019-04-03,3.05
6667,2019-04-04,3.05
6668,2019-04-05,3.05
6669,2019-04-06,3.05
6670,2019-04-07,3.05
6671,2019-04-08,3.05
6672,2019-04-09,3.05
6673,2019-04-10,3.05
6674,2019-04-11,3.05
6675,2019-04-12,3.05
6676,2019-04-13,3.05
6677,2019-04-14,3.05
6678,2019-04-15,3.05
6679,2019-04-16,3.05
6680,2019-04-17,3.05
6681,2019-04-18,3.05
6682,2019-04-19,3.05
6683,2019-04-20,3.05
6684,2019-04-21,3.05
6685,2019-04-22,3.05
6686,2019-04-23,3.05
6687,2019-04-24,3.05
6688,2019-04-25,3.05
6689,2019-04-26,3.05
6690,2019-04-27,3.05
6691,2019-04-28,3.05
6692,2019-04-29,3.05
6693,2019-04-30,3.05
6694,2019-05-01,3.05
6695,2019-05-02,3.05
6696,2019-05-03,3.05
6697,2019-05-04,3.05
6698,2019-05-05,3.05
6699,2019-05-06,3.05
6700,2019-05-07,3.05
6701,2019-05-08,3.05
6702,2019-05-09,3.05
6703,2019-05-10,3.05
6704,2019-05-11,3.05
6705,2019-05-12,3.05
6706,2019-05-13,3.05
6707,2019-05-14,3.05
6708,2019-05-15,3.05
6709,2019-05-16,3.05
6710,2019-05-17,3.05
6711,2019-05-18,3.05
6712,2019-05-19,3.05
6713,2019-05-20,3.05
6714,2019-05-21,3.05
6715,2019-05-22,3.05
6716,2019-05-23,3.05
6717,2019-05-24,3.05
6718,2019-05-25,3.05
6719,2019-05-26,3.05
6720,2019-05-27,3.05
6721,2019-05-28,3.05
6722,2019-05-29,3.05
6723,2019-05-30,3.05
6724,2019-05-31,3.05
6725,2019-06-01,3.05
6726,2019-06-02,3.05
6727,2019-06-03,3.05
6728,2019-06-04,3.05
6729,2019-06-05,3.05
6730,2019-06-06,3.05
6731,2019-06-07,3.05
6732,2019-06-08,3.05
6733,2019-06-09,3.05
6734,2019-06-10,3.05
6735,2019-06-11,3.05
6736,2019-06-12,3.05
6737,2019-06-13,3.05
6738,2019-06-14,3.05
6739,2019-06-15,3.05
6740,2019-06-16,3.05
6741,2019-06-17,3.05
6742,2019-06-18,3.05
6743,2019-06-19,3.05
6744,2019-06-20,3.05
6745,2019-06-21,3.05
6746,2019-06-22,3.05
6747,2019-06-23,3.05
6748,2019-06-24,3.05
6749,2019-06-25,3.05
6750,2019-06-26,3.05
6751,2019-06-27,3.05
6752,2019-06-28,3.05
6753,2019-06-29,3.05
6754,2019-06-30,3.05
6755,2019-07-01,3.05
6756,2019-07-02,3.05
6757,2019-07-03,3.05
6758,2019-07-04,3.05
6759,2019-07-05,3.05
6760,2019-07-06,3.05
6761,2019-07-07,3.05
6762,2019-07-08,3.05
6763,2019-07-09,3.05
6764,2019-07-10,3.05
6765,2019-07-11,3.05
6766,2019-07-12,3.05
6767,2019-07-13,3.05
6768,2019-07-14,3.05
6769,2019-07-15,3.05
6770,2019-07-16,3.05
6771,2019-07-17,3.05
6772,2019-07-18,3.05
6773,2019-07-19,3.05
6774,2019-07-20,3.05
6775,2019-07-21,3.05
6776,2019-07-22,3.05
6777,2019-07-23,3.05
6778,2019-07-24,3.05
6779,2019-07-25,3.05
6780,2019-07-26,3.05
6781,2019-07-27,3.05
6782,2019-07-28,3.05
6783,2019-07-29,3.05
6784,2019-07-30,3.05
6785,2019-07-31,3.05
6786,2019-08-01,3.05
6787,2019-08-02,3.05
6788,2019-08-03,3.05
6789,2019-08-04,3.05
6790,2019-08-05,3.05
6791,2019-08-06,3.05
6792,2019-08-07,3.05
6793,2019-08-08,3.05
6794,2019-08-09,3.05
6795,2019-08-10,3.05
6796,2019-08-11,3.05
6797,2019-08-12,3.05
6798,2019-08-13,3.05
6799,2019-08-14,3.05
6800,2019-08-15,3.05
6801,2019-08-16,3.05
6802,2019-08-17,3.05
6803,2019-08-18,3.05
6804,2019-08-19,3.05
6805,2019-08-20,3.05
6806,2019-08-21,3.05
6807,2019-08-22,3.05
6808,2019-08-23,3.05
6809,2019-08-24,3.05
6810,2019-08-25,3.05
6811,2019-08-26,3.05
6812,2019-08-27,3.05
6813,2019-08-28,3.05
6814,2019-08-29,3.05
6815,2019-08-30,3.05
6816,2019-08-31,3.05
6817,2019-09-01,3.05
6818,2019-09-02,3.05
6819,2019-09-03,3.05
6820,2019-09-04,3.05
6821,2019-09-05,3.05
6822,2019-09-06,3.05
6823,2019-09-07,3.05
6824,2019-09-08,3.05
6825,2019-09-09,3.05
6826,2019-09-10,3.05
6827,2019-09-11,3.05
6828,2019-09-12,3.05
6829,2019-09-13,3.05
6830,2019-09-14,3.05
6831,2019-09-15,3.05
6832,2019-09-16,3.05
6833,2019-09-17,3.05
6834,2019-09-18,3.05
6835,2019-09-19,3.05
6836,2019-09-20,3.05
6837,2019-09-21,3.05
6838,2019-09-22,3.05
6839,2019-09-23,3.05
6840,2019-09-24,3.05
6841,2019-09-25,3.05
6842,2019-09-26,3.05
6843,2019-09-27,3.05
6844,2019-09-28,3.05
6845,2019-09-29,3.05
6846,2019-09-30,3.05
6847,2019-10-01,3.05
6848,2019-10-02,3.05
6849,2019-10-03,3.05
6850,2019-10-04,3.05
6851,2019-10-05,3.05
6852,2019-10-06,3.05
6853,2019-10-07,3.05
6854,2019-10-08,3.05
6855,2019-10-09,3.05
6856,2019-10-10,3.05
6857,2019-10-11,3.05
6858,2019-10-12,3.05
6859,2019-10-13,3.05
6860,2019-10-14,3.05
6861,2019-10-15,3.05
6862,2019-10-16,3.05
6863,2019-10-17,3.05
6864,2019-10-18,3.05
6865,2019-10-19,3.05
6866,2019-10-20,3.05
6867,2019-10-21,3.05
6868,2019-10-22,3.05
6869,2019-10-23,3.05
6870,2019-10-24,3.05
6871,2019-10-25,3.05
6872,2019-10-26,3.05
6873,2019-10-27,3.05
6874,2019-10-28,3.05
6875,2019-10-29,3.05
6876,2019-10-30,3.05
6877,2019-10-31,3.05
6878,2019-11-01,3.05
6879,2019-11-02,3.05
6880,2019-11-03,3.05
6881,2019-11-04,3.05
6882,2019-11-05,3.05
6883,2019-11-06,3.05
6884,2019-11-07,3.05
6885,2019-11-08,3.05
6886,2019-11-09,3.05
6887,2019-11-10,3.05
6888,2019-11-11,3.05
6889,2019-11-12,3.05
6890,2019-11-13,3.05
6891,2019-11-14,3.05
6892,2019-11-15,3.05
6893,2019-11-16,3.05
6894,2019-11-17,3.05
6895,2019-11-18,3.05
6896,2019-11-19,3.05
6897,2019-11-20,3.05
6898,2019-11-21,3.05
6899,2019-11-22,3.05
6900,2019-11-23,3.05
6901,2019-11-24,3.05
6902,2019-11-25,3.05
6903,2019-11-26,3.05
6904,2019-11-27,3.05
6905,2019-11-28,3.05
6906,2019-11-29,3.05
6907,2019-11-30,3.05
6908,2019-12-01,3.05
6909,2019-12-02,3.05
6910,2019-12-03,3.05
6911,2019-12-04,3.05
6912,2019-12-05,3.05
6913,2019-12-06,3.05
6914,2019-12-07,3.05
6915,2019-12-08,3.05
6916,2019-12-09,3.05
6917,2019-12-10,3.05
6918,2019-12-11,3.05
6919,2019-12-12,3.05
6920,2019-12-13,3.05
6921,2019-12-14,3.05
6922,2019-12-15,3.05
6923,2019-12-16,3.05
6924,2019-12-17,3.05
6925,2019-12-18,3.05
6926,2019-12-19,3.05
6927,2019-12-20,3.05
6928,2019-12-21,3.05
6929,2019-12-22,3.05
6930,2019-12-23,3.05
6931,2019-12-24,3.05
6932,2019-12-25,3.05
6933,2019-12-26,3.05
6934,2019-12-27,3.05
6935,2019-12-28,3.05
6936,2019-12-29,3.05
6937,2019-12-30,3.05
6938,2019-12-31,3.05
6939,2020-01-01,4.91
6940,2020-01-02,4.91
6941,2020-01-03,4.91
6942,2020-01-04,4.91
6943,2020-01-05,4.91
6944,2020-01-06,4.91
6945,2020-01-07,4.91
6946,2020-01-08,4.91
6947,2020-01-09,4.91
6948,2020-01-10,4.91
6949,2020-01-11,4.91
6950,2020-01-12,4.91
6951,2020-01-13,4.91
6952,2020-01-14,4.91
6953,2020-01-15,4.91
6954,2020-01-16,4.91
6955,2020-01-17,4.91
6956,2020-01-18,4.91
6957,2020-01-19,4.91
6958,2020-01-20,4.91
6959,2020-01-21,4.91
6960,2020-01-22,4.91
6961,2020-01-23,4.91
6962,2020-01-24,4.91
6963,2020-01-25,4.91
6964,2020-01-26,4.91
6965,2020-01-27,4.91
6966,2020-01-28,4.91
6967,2020-01-29,4.91
6968,2020-01-30,4.91
6969,2020-01-31,4.91
6970,2020-02-01,4.91
6971,2020-02-02,4.91
6972,2020-02-03,4.91
6973,2020-02-04,4.91
6974,2020-02-05,4.91
6975,2020-02-06,4.91
6976,2020-02-07,4.91
6977,2020-02-08,4.91
6978,2020-02-09,4.91
6979,2020-02-10,4.91
6980,2020-02-11,4.91
6981,2020-02-12,4.91
6982,2020-02-13,4.91
6983,2020-02-14,4.91
6984,2020-02-15,4.91
6985,2020-02-16,4.91
6986,2020-02-17,4.91
6987,2020-02-18,4.91
6988,2020-02-19,4.91
6989,2020-02-20,4.91
6990,2020-02-21,4.91
6991,2020-02-22,4.91
6992,2020-02-23,4.91
6993,2020-02-24,4.91
6994,2020-02-25,4.91
6995,2020-02-26,4.91
6996,2020-02-27,4.91
6997,2020-02-28,4.91
6998,2020-02-29,4.91
6999,2020-03-01,4.91
7000,2020-03-02,4.91
7001,2020-03-03,4.91
7002,2020-03-04,4.91
7003,2020-03-05,4.91
7004,2020-03-06,4.91
7005,2020-03-07,4.91
7006,2020-03-08,4.91
7007,2020-03-09,4.91
7008,2020-03-10,4.91
7009,2020-03-11,4.91
7010,2020-03-12,4.91
7011,2020-03-13,4.91
7012,2020-03-14,4.91
7013,2020-03-15,4.91
7014,2020-03-16,4.91
7015,2020-03-17,4.91
7016,2020-03-18,4.91
7017,2020-03-19,4.91
7018,2020-03-20,4.91
7019,2020-03-21,4.91
7020,2020-03-22,4.91
7021,2020-03-23,4.91
7022,2020-03-24,4.91
7023,2020-03-25,4.91
7024,2020-03-26,4.91
7025,2020-03-27,4.91
7026,2020-03-28,4.91
7027,2020-03-29,4.91
7028,2020-03-30,4.91
7029,2020-03-31,4.91
7030,2020-04-01,4.91
7031,2020-04-02,4.91
7032,2020-04-03,4.91
7033,2020-04-04,4.91
7034,2020-04-05,4.91
7035,2020-04-06,4.91
7036,2020-04-07,4.91
7037,2020-04-08,4.91
7038,2020-04-09,4.91
7039,2020-04-10,4.91
7040,2020-04-11,4.91
7041,2020-04-12,4.91
7042,2020-04-13,4.91
7043,2020-04-14,4.91
7044,2020-04-15,4.91
7045,2020-04-16,4.91
7046,2020-04-17,4.91
7047,2020-04-18,4.91
7048,2020-04-19,4.91
7049,2020-04-20,4.91
7050,2020-04-21,4.91
7051,2020-04-22,4.91
7052,2020-04-23,4.91
7053,2020-04-24,4.91
7054,2020-04-25,4.91
7055,2020-04-26,4.91
7056,2020-04-27,4.91
7057,2020-04-28,4.91
7058,2020-04-29,4.91
7059,2020-04-30,4.91
7060,2020-05-01,4.91
7061,2020-05-02,4.91
7062,2020-05-03,4.91
7063,2020-05-04,4.91
7064,2020-05-05,4.91
7065,2020-05-06,4.91
7066,2020-05-07,4.91
7067,2020-05-08,4.91
7068,2020-05-09,4.91
7069,2020-05-10,4.91
7070,2020-05-11,4.91
7071,2020-05-12,4.91
7072,2020-05-13,4.91
7073,2020-05-14,4.91
7074,2020-05-15,4.91
7075,2020-05-16,4.91
7076,2020-05-17,4.91
7077,2020-05-18,4.91
7078,2020-05-19,4.91
7079,2020-05-20,4.91
7080,2020-05-21,4.91
7081,2020-05-22,4.91
7082,2020-05-23,4.91
7083,2020-05-24,4.91
7084,2020-05-25,4.91
7085,2020-05-26,4.91
7086,2020-05-27,4.91
7087,2020-05-28,4.91
7088,2020-05-29,4.91
7089,2020-05-30,4.91
7090,2020-05-31,4.91
7091,2020-06-01,4.91
7092,2020-06-02,4.91
7093,2020-06-03,4.91
7094,2020-06-04,4.91
7095,2020-06-05,4.91
7096,2020-06-06,4.91
7097,2020-06-07,4.91
7098,2020-06-08,4.91
7099,2020-06-09,4.91
7100,2020-06-10,4.91
7101,2020-06-11,4.91
7102,2020-06-12,4.91
7103,2020-06-13,4.91
7104,2020-06-14,4.91
7105,2020-06-15,4.91
7106,2020-06-16,4.91
7107,2020-06-17,4.91
7108,2020-06-18,4.91
7109,2020-06-19,4.91
7110,2020-06-20,4.91
7111,2020-06-21,4.91
7112,2020-06-22,4.91
7113,2020-06-23,4.91
7114,2020-06-24,4.91
7115,2020-06-25,4.91
7116,2020-06-26,4.91
7117,2020-06-27,4.91
7118,2020-06-28,4.91
7119,2020-06-29,4.91
7120,2020-06-30,4.91
7121,2020-07-01,4.91
7122,2020-07-02,4.91
7123,2020-07-03,4.91
7124,2020-07-04,4.91
7125,2020-07-05,4.91
7126,2020-07-06,4.91
7127,2020-07-07,4.91
7128,2020-07-08,4.91
7129,2020-07-09,4.91
7130,2020-07-10,4.91
7131,2020-07-11,4.91
7132,2020-07-12,4.91
7133,2020-07-13,4.91
7134,2020-07-14,4.91
7135,2020-07-15,4.91
7136,2020-07-16,4.91
7137,2020-07-17,4.91
7138,2020-07-18,4.91
7139,2020-07-19,4.91
7140,2020-07-20,4.91
7141,2020-07-21,4.91
7142,2020-07-22,4.91
7143,2020-07-23,4.91
7144,2020-07-24,4.91
7145,2020-07-25,4.91
7146,2020-07-26,4.91
7147,2020-07-27,4.91
7148,2020-07-28,4.91
7149,2020-07-29,4.91
7150,2020-07-30,4.91
7151,2020-07-31,4.91
7152,2020-08-01,4.91
7153,2020-08-02,4.91
7154,2020-08-03,4.91
7155,2020-08-04,4.91
7156,2020-08-05,4.91
7157,2020-08-06,4.91
7158,2020-08-07,4.91
7159,2020-08-08,4.91
7160,2020-08-09,4.91
7161,2020-08-10,4.91
7162,2020-08-11,4.91
7163,2020-08-12,4.91
7164,2020-08-13,4.91
7165,2020-08-14,4.91
7166,2020-08-15,4.91
7167,2020-08-16,4.91
7168,2020-08-17,4.91
7169,2020-08-18,4.91
7170,2020-08-19,4.91
7171,2020-08-20,4.91
7172,2020-08-21,4.91
7173,2020-08-22,4.91
7174,2020-08-23,4.91
7175,2020-08-24,4.91
7176,2020-08-25,4.91
7177,2020-08-26,4.91
7178,2020-08-27,4.91
7179,2020-08-28,4.91
7180,2020-08-29,4.91
7181,2020-08-30,4.91
7182,2020-08-31,4.91
7183,2020-09-01,4.91
7184,2020-09-02,4.91
7185,2020-09-03,4.91
7186,2020-09-04,4.91
7187,2020-09-05,4.91
7188,2020-09-06,4.91
7189,2020-09-07,4.91
7190,2020-09-08,4.91
7191,2020-09-09,4.91
7192,2020-09-10,4.91
7193,2020-09-11,4.91
7194,2020-09-12,4.91
7195,2020-09-13,4.91
7196,2020-09-14,4.91
7197,2020-09-15,4.91
7198,2020-09-16,4.91
7199,2020-09-17,4.91
7200,2020-09-18,4.91
7201,2020-09-19,4.91
7202,2020-09-20,4.91
7203,2020-09-21,4.91
7204,2020-09-22,4.91
7205,2020-09-23,4.91
7206,2020-09-24,4.91
7207,2020-09-25,4.91
7208,2020-09-26,4.91
7209,2020-09-27,4.91
7210,2020-09-28,4.91
7211,2020-09-29,4.91
7212,2020-09-30,4.91
7213,2020-10-01,4.91
7214,2020-10-02,4.91
7215,2020-10-03,4.91
7216,2020-10-04,4.91
7217,2020-10-05,4.91
7218,2020-10-06,4.91
7219,2020-10-07,4.91
7220,2020-10-08,4.91
7221,2020-10-09,4.91
7222,2020-10-10,4.91
7223,2020-10-11,4.91
7224,2020-10-12,4.91
7225,2020-10-13,4.91
7226,2020-10-14,4.91
7227,2020-10-15,4.91
7228,2020-10-16,4.91
7229,2020-10-17,4.91
7230,2020-10-18,4.91
7231,2020-10-19,4.91
7232,2020-10-20,4.91
7233,2020-10-21,4.91
7234,2020-10-22,4.91
7235,2020-10-23,4.91
7236,2020-10-24,4.91
7237,2020-10-25,4.91
7238,2020-10-26,4.91
7239,2020-10-27,4.91
7240,2020-10-28,4.91
7241,2020-10-29,4.91
7242,2020-10-30,4.91
7243,2020-10-31,4.91
7244,2020-11-01,4.91
7245,2020-11-02,4.91
7246,2020-11-03,4.91
7247,2020-11-04,4.91
7248,2020-11-05,4.91
7249,2020-11-06,4.91
7250,2020-11-07,4.91
7251,2020-11-08,4.91
7252,2020-11-09,4.91
7253,2020-11-10,4.91
7254,2020-11-11,4.91
7255,2020-11-12,4.91
7256,2020-11-13,4.91
7257,2020-11-14,4.91
7258,2020-11-15,4.91
7259,2020-11-16,4.91
7260,2020-11-17,4.91
7261,2020-11-18,4.91
7262,2020-11-19,4.91
7263,2020-11-20,4.91
7264,2020-11-21,4.91
7265,2020-11-22,4.91
7266,2020-11-23,4.91
7267,2020-11-24,4.91
7268,2020-11-25,4.91
7269,2020-11-26,4.91
7270,2020-11-27,4.91
7271,2020-11-28,4.91
7272,2020-11-29,4.91
7273,2020-11-30,4.91
7274,2020-12-01,4.91
7275,2020-12-02,4.91
7276,2020-12-03,4.91
7277,2020-12-04,4.91
7278,2020-12-05,4.91
7279,2020-12-06,4.91
7280,2020-12-07,4.91
7281,2020-12-08,4.91
7282,2020-12-09,4.91
7283,2020-12-10,4.91
7284,2020-12-11,4.91
7285,2020-12-12,4.91
7286,2020-12-13,4.91
7287,2020-12-14,4.91
7288,2020-12-15,4.91
7289,2020-12-16,4.91
7290,2020-12-17,4.91
7291,2020-12-18,4.91
7292,2020-12-19,4.91
7293,2020-12-20,4.91
7294,2020-12-21,4.91
7295,2020-12-22,4.91
7296,2020-12-23,4.91
7297,2020-12-24,4.91
7298,2020-12-25,4.91
7299,2020-12-26,4.91
7300,2020-12-27,4.91
7301,2020-12-28,4.91
7302,2020-12-29,4.91
7303,2020-12-30,4.91
7304,2020-12-31,4.91
7305,2021-01-01,8.39
7306,2021-01-02,8.39
7307,2021-01-03,8.39
7308,2021-01-04,8.39
7309,2021-01-05,8.39
7310,2021-01-06,8.39
7311,2021-01-07,8.39
7312,2021-01-08,8.39
7313,2021-01-09,8.39
7314,2021-01-10,8.39
7315,2021-01-11,8.39
7316,2021-01-12,8.39
7317,2021-01-13,8.39
7318,2021-01-14,8.39
7319,2021-01-15,8.39
7320,2021-01-16,8.39
7321,2021-01-17,8.39
7322,2021-01-18,8.39
7323,2021-01-19,8.39
7324,2021-01-20,8.39
7325,2021-01-21,8.39
7326,2021-01-22,8.39
7327,2021-01-23,8.39
7328,2021-01-24,8.39
7329,2021-01-25,8.39
7330,2021-01-26,8.39
7331,2021-01-27,8.39
7332,2021-01-28,8.39
7333,2021-01-29,8.39
7334,2021-01-30,8.39
7335,2021-01-31,8.39
7336,2021-02-01,8.39
7337,2021-02-02,8.39
7338,2021-02-03,8.39
7339,2021-02-04,8.39
7340,2021-02-05,8.39
7341,2021-02-06,8.39
7342,2021-02-07,8.39
7343,2021-02-08,8.39
7344,2021-02-09,8.39
7345,2021-02-10,8.39
7346,2021-02-11,8.39
7347,2021-02-12,8.39
7348,2021-02-13,8.39
7349,2021-02-14,8.39
7350,2021-02-15,8.39
7351,2021-02-16,8.39
7352,2021-02-17,8.39
7353,2021-02-18,8.39
7354,2021-02-19,8.39
7355,2021-02-20,8.39
7356,2021-02-21,8.39
7357,2021-02-22,8.39
7358,2021-02-23,8.39
7359,2021-02-24,8.39
7360,2021-02-25,8.39
7361,2021-02-26,8.39
7362,2021-02-27,8.39
7363,2021-02-28,8.39
7364,2021-03-01,8.39
7365,2021-03-02,8.39
7366,2021-03-03,8.39
7367,2021-03-04,8.39
7368,2021-03-05,8.39
7369,2021-03-06,8.39
7370,2021-03-07,8.39
7371,2021-03-08,8.39
7372,2021-03-09,8.39
7373,2021-03-10,8.39
7374,2021-03-11,8.39
7375,2021-03-12,8.39
7376,2021-03-13,8.39
7377,2021-03-14,8.39
7378,2021-03-15,8.39
7379,2021-03-16,8.39
7380,2021-03-17,8.39
7381,2021-03-18,8.39
7382,2021-03-19,8.39
7383,2021-03-20,8.39
7384,2021-03-21,8.39
7385,2021-03-22,8.39
7386,2021-03-23,8.39
7387,2021-03-24,8.39
7388,2021-03-25,8.39
7389,2021-03-26,8.39
7390,2021-03-27,8.39
7391,2021-03-28,8.39
7392,2021-03-29,8.39
7393,2021-03-30,8.39
7394,2021-03-31,8.39
7395,2021-04-01,8.39
7396,2021-04-02,8.39
7397,2021-04-03,8.39
7398,2021-04-04,8.39
7399,2021-04-05,8.39
